artist,title,id,H_or_N,cluster
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),spotify:track:37dYAkMa4lzRCH6kDbMT1L,N,2
Rihanna,Hard,spotify:track:2nqyQEWwRitXReoUdODWzl,N,3
Tinie Tempah,Pass Out,spotify:track:4Q4K8fikwOmZYmz82Wco4w,N,1
Adam Lambert,Whataya Want from Me,spotify:track:2rDwdvBma1O1eLzo29p2cr,N,2
Trey Songz,Bottoms Up (feat. Nicki Minaj),spotify:track:4AYX69oFP3UOS1CFmV9UfO,N,4
Timbaland,If We Ever Meet Again (Featuring Katy Perry),spotify:track:360UM2DaiHZPRu0EsrOvMp,N,2
Enrique Iglesias,I Like It,spotify:track:4nVyHATevhl5RC6Qmoko5H,N,2
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,spotify:track:5BIgbz2Dy7X2I0bnkKH9Mb,N,4
Usher,OMG (feat. will.i.am),spotify:track:1bM50INir8voAkVoKuvEUI,N,0
Maroon 5,Misery,spotify:track:6KBYk8OFtod7brGuZ3Y67q,N,4
Jay Sean,Down,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,N,4
Rihanna,Man Down,spotify:track:454h9zAIuTe1eJyw9iTnj4,N,4
3OH!3,My First Kiss (feat. Ke$ha),spotify:track:17tDv8WA8IhqE8qzuQn707,N,0
Justin Bieber,Baby,spotify:track:6epn3r7S14KUqlReYr77hA,N,4
Cali Swag District,Teach Me How to Dougie,spotify:track:61LtVmmkGr8P9I2tSPvdpf,N,2
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,spotify:track:6TzK0NHHz68MY36gp490up,N,3
K'NAAN,Wavin' Flag,spotify:track:4nOygULhEuDO5ZBRNPFaso,N,4
Ludacris,How Low,spotify:track:1WtTLtofvcjQM3sXSMkDdX,N,4
Kesha,Blah Blah Blah (feat. 3OH!3),spotify:track:7lWUJpax919G4JdaFEVmCy,N,0
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",spotify:track:5NEKjqTQPKiqOiOG8YxLdS,N,2
Jason Derulo,In My Head,spotify:track:5BoIP8Eha5hwmRVURkC2Us,N,4
Aloe Blacc,I Need A Dollar,spotify:track:3gFVRRs37YZKuMohlpsaC5,N,4
B.o.B,Airplanes (feat. Hayley Williams of Paramore),spotify:track:6lV2MSQmRIkycDScNtrBXO,N,2
Ludacris,My Chick Bad,spotify:track:3bMNprrp2JDKZsGbiXpsJl,N,1
Nelly,Just A Dream,spotify:track:3ZdJffjzJWFimSQyxgGIxN,N,4
Rihanna,What's My Name?,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ,N,4
Shontelle,Impossible,spotify:track:1T8PwF3JhIiWwBhun23RNe,N,2
Take That,The Flood,spotify:track:2a3U3GTCvrcma7wetBtOpi,N,2
Trey Songz,Say Aah (feat. Fabolous),spotify:track:2fQ6sBFWaLv2Gxos4igHLy,N,0
Jason Derulo,Whatcha Say,spotify:track:67T6l4q3zVjC5nZZPXByU8,N,2
Drake,Over,spotify:track:6BdgtqiV3oXNqBikezwdvC,N,2
Example,Kickstarts,spotify:track:65HA9FsYyA2xro9RzNlNmy,N,0
Plan B,She Said,spotify:track:1zxkYiyGSn3t9NuK6IBJOR,N,1
The Saturdays,Higher,spotify:track:0QVAlchLCx15ZLSoR9Wg1B,N,2
Jay Sean,Do You Remember,spotify:track:6A5NlmBCsCGbJ27jHQgKV5,N,2
Usher,Hey Daddy (Daddy's Home),spotify:track:030OCtLMrljNhp8OWHBWW3,N,2
Lil Wayne,Right Above It,spotify:track:1kMuU3TNQvHbqvXCWBodmP,N,0
The Wanted,All Time Low,spotify:track:0JJP0IS4w0fJx01EcrfkDe,N,0
Kesha,Your Love Is My Drug,spotify:track:6vc2Jq2vaGu8z326kSrw92,N,4
Ellie Goulding,Starry Eyed,spotify:track:14OF4JQOIm4hb0GfG5nfyF,N,0
Drake,Find Your Love,spotify:track:1O80Lhuq0lKHIiF1HnMgQT,N,0
Jason Derulo,Ridin' Solo,spotify:track:6BaxqcoEM9r3LXisTyJjST,N,2
Two Door Cinema Club,What You Know,spotify:track:3GBApU0NuzH4hKZq4NOSdA,N,2
JAY-Z,Young Forever,spotify:track:35srNkJVToAzYiZzron1FY,N,2
Young Money,BedRock,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,N,1
B.o.B,Nothin' on You (feat. Bruno Mars),spotify:track:59dLtGBS26x7kc0rHbaPrq,N,2
Katy Perry,Teenage Dream,spotify:track:3GWaFFi6TlPcZLYmCCHZ9O,N,5
Scouting For Girls,This Ain't a Love Song,spotify:track:2tNE4DP5nL85XUJv1glO0a,N,0
Travie McCoy,Billionaire (feat. Bruno Mars),spotify:track:2qPUnoasNe4Ep43emVXEig,N,1
Owl City,Fireflies,spotify:track:3DamFFqW32WihKkTVlwTYQ,N,4
Alicia Keys,Empire State of Mind (Part II) Broken Down,spotify:track:2igwFfvr1OAGX9SKDCPBwO,N,0
Lady A,Need You Now,spotify:track:11EX5yhxr9Ihl3IN1asrfK,N,4
Taylor Swift,Back To December,spotify:track:79uDOz0zuuWS7HWxzMmTa2,N,4
Neon Trees,Animal,spotify:track:1fBl642IhJOE5U319Gy2Go,N,0
Kris Allen,Live Like We're Dying,spotify:track:1HfxPaJggVwFsvOtHbVzMz,N,4
Matt Cardle,When We Collide,spotify:track:2RZZq3k4trAbU6qfCIcq3I,N,4
Robyn,Dancing On My Own,spotify:track:7g13jf3zqlP5S68Voo5v9m,N,2
The Band Perry,If I Die Young,spotify:track:4u26EevCNXMhlvE1xFBJwX,N,5
B.o.B,Magic (feat. Rivers Cuomo),spotify:track:5uHYcK0nbEYgRaFTY5BqnP,N,1
Adele,Rolling in the Deep,spotify:track:1c8gk2PeTE04A1pIDH9YMk,N,2
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",spotify:track:7LcfRTgAVTs5pQGEQgUEzN,N,2
LMFAO,Party Rock Anthem,spotify:track:2eoC9eYlTKxLbPYe9cLoRG,N,2
Katy Perry,Firework,spotify:track:4r6eNCsrZnQWJzzvFh4nlg,N,2
Bruno Mars,Grenade,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,N,4
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),spotify:track:3rfhI32Il2hVRKDkuGeeen,N,2
Alexandra Stan,Mr. Saxobeat,spotify:track:6HTprulGfeFVrLLvfi3t8a,N,2
David Guetta,Who's That Chick? (feat. Rihanna),spotify:track:7e1h7rqNB0BBC2fUuWEEFe,N,2
Jennifer Lopez,On The Floor,spotify:track:3C0nOe05EIt1390bVABLyN,N,4
Rihanna,S&M,spotify:track:7ySUcLPVX7KudhnmNcgY2D,N,4
Kesha,Blow,spotify:track:3pYDZTJM2tVBUhIRifWVzI,N,2
Snoop Dogg,Sweat - Remix,spotify:track:0R7YVi7w41Dr9jU5vblAok,N,2
Taio Cruz,Higher,spotify:track:089vxHEH64AKLKhokNXEJx,N,2
Usher,More - RedOne Jimmy Joker Remix,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,N,0
Example,Changed the Way You Kiss Me - Radio Edit,spotify:track:1PAYgOjp1c9rrZ2kVQg2vN,N,4
Black Eyed Peas,Just Can’t Get Enough,spotify:track:3JA9Jsuxr4xgHXEawAdCp4,N,4
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),spotify:track:63rbP24OzfaQCJjsHWZXnY,N,4
Lykke Li,I Follow Rivers - The Magician Remix,spotify:track:3zNNXjjjeLrzIXSJZKalDi,N,2
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",spotify:track:4QNpBfC0zvjKqPJcyqBy9W,N,0
Selena Gomez & The Scene,Love You Like A Love Song,spotify:track:0laYHRpNTS6i8FXdupHkJ4,N,4
Wiz Khalifa,Black and Yellow,spotify:track:5A6OHHy73AR5tLxgTc98zz,N,4
Katy Perry,E.T.,spotify:track:4kkeuVl6gF3RMqE4Nn5W3E,N,0
Britney Spears,I Wanna Go,spotify:track:5cCAZS9VhLGEDV4NCfieeg,N,4
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),spotify:track:0qOnSQQF0yzuPWsXrQ9paz,N,2
Edward Maya,Stereo Love - Radio Edit,spotify:track:1aklRy3btsbucImSXvR2SY,N,2
Enrique Iglesias,Tonight (I'm Fuckin' You),spotify:track:3nMb7ToWIxYvmaIG20z6ux,N,4
Jeremih,Down On Me,spotify:track:0x3TibRgnSqzkcwrqBd4iX,N,4
Sak Noel,Loca People - Radio Edit,spotify:track:4tcQzTi5YwojZ0AA0zpFbC,N,2
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),spotify:track:1f8UCzB3RqIgNkW7QIiIeP,N,2
LMFAO,Sexy And I Know It,spotify:track:0obBFrPYkSoBJbvHfUIhkv,N,1
Cobra Starship,You Make Me Feel... (feat. Sabi),spotify:track:3XqdUqkc3t3klNV0ykFQu3,N,2
Jessie J,Do It Like A Dude,spotify:track:6cSGSXvgioQxGQbM9VRe1G,N,0
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,spotify:track:1ZFdXzBLNeAG3VotbwFo7r,N,0
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),spotify:track:03tqyYWC9Um2ZqU0ZN849H,N,4
Nickelback,When We Stand Together,spotify:track:4bCOAuhvjsxbVBM5MM8oik,N,2
M83,Midnight City,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,N,2
Britney Spears,Till the World Ends,spotify:track:38iU2jg98IZZEIJPrP7aWD,N,2
Labrinth,Earthquake (feat. Tinie Tempah),spotify:track:3SxiAdI8dP9AaaEz1Z24mn,N,4
Jason Derulo,Don't Wanna Go Home,spotify:track:1r3myKmjWoOqRip99CmSj1,N,4
Coldplay,Paradise,spotify:track:0pjMTISKHTJkogN1BPZxaC,N,4
Katy Perry,Last Friday Night (T.G.I.F.),spotify:track:3avYqdwHKEq8beXbeWCKqJ,N,0
Adele,Set Fire to the Rain,spotify:track:5Doq3kvpE4Lh2tiXp51oa1,N,4
Dr. Dre,I Need A Doctor,spotify:track:70ATm56tH7OrQ1zurYssz0,N,1
Lil Wayne,6 Foot 7 Foot,spotify:track:5Qy6a5KzM4XlRxsNcGYhgH,N,1
DJ Khaled,I'm On One,spotify:track:608a1wIsSd5KzMEqm1O7w3,N,0
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),spotify:track:3hsmbFKT5Cujb5GQjqEU39,N,2
Far East Movement,Rocketeer,spotify:track:45sDIKapDyxPl307QpEAwl,N,4
The Wanted,Glad You Came,spotify:track:5yDL13y5giogKs2fSNf7sj,N,2
Kesha,We R Who We R,spotify:track:3LUWWox8YYykohBbHUrrxd,N,2
Kelly Rowland,Motivation,spotify:track:6rbhWExtuchhpLC5fHnB8n,N,2
Rihanna,We Found Love,spotify:track:6qn9YLKt13AGvpq9jfO8py,N,4
Nicole Scherzinger,Don't Hold Your Breath,spotify:track:7pAq1IXYZpL42HchCminu6,N,4
Mann,Buzzin Remix,spotify:track:7BmI4hAj6dXIQgA77ZlOzm,N,2
Chris Brown,Yeah 3x,spotify:track:2QtxlzvSBONjs1bDC34ixs,N,2
Swedish House Mafia,Save The World,spotify:track:65hRZOQkVjmBdusz1N7aOv,N,4
Kanye West,All Of The Lights,spotify:track:22L7bfCiAkJo5xGSQgmiIO,N,4
Miguel,Sure Thing,spotify:track:559SdaPI7mqy9IQiscuaMj,N,5
Diddy - Dirty Money,Coming Home,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,N,0
Rihanna,What's My Name?,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ,N,4
Chris Brown,Beautiful People,spotify:track:0iSaO7CfL9NgXdM8Meu2ul,N,4
Avril Lavigne,What the Hell,spotify:track:2z4U9d5OAA4YLNXoCgioxo,N,2
Professor Green,Read All About It,spotify:track:0ThnKvHAA1FZMHCROv431s,N,2
Chase & Status,Blind Faith,spotify:track:04OxTCLGgDKfO0MMA2lcxv,N,2
Chip,Champion (feat. Chris Brown),spotify:track:2hi6E31kMuHTcG0B18N7jP,N,0
Selena Gomez & The Scene,Who Says,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,N,4
Rizzle Kicks,Down With The Trumpets,spotify:track:1Fxp4LBWsNC58NwnGAXJld,N,4
Lady Gaga,Born This Way,spotify:track:6r2BECwMgEoRb5yLfp0Hca,N,0
Nicki Minaj,Super Bass,spotify:track:3hlksXnvbKogFdPbpO9vel,N,0
Mac Miller,Donald Trump,spotify:track:6Aa7aDayiQHnUw1dUvdneZ,N,4
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,spotify:track:36cmM3MBMWWCFIiQ90U4J8,N,0
David Guetta,Without You (feat. Usher),spotify:track:1tAutlhI9FwnKn7fVgmd5P,N,4
Foster The People,Pumped Up Kicks,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,N,2
Drake,Headlines,spotify:track:6RGvWCHTS6BC46TsMyN0WM,N,5
Jessie J,Price Tag,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,N,0
Jason Aldean,Dirt Road Anthem,spotify:track:5ZVGvay4xwgXMnQWffNYeU,N,4
Wiz Khalifa,Roll Up,spotify:track:53DB6LJV9B8sz0p1s6tlGS,N,4
OneRepublic,Good Life,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,N,2
Bad Meets Evil,Lighters,spotify:track:5zpDHEU12zATwLGvozxPw2,N,1
Bruno Mars,The Lazy Song,spotify:track:1ExfPZEiahqhLyajhybFeS,N,2
Lupe Fiasco,The Show Goes On,spotify:track:4NTWZqvfQTlOMitlVn6tew,N,2
James Morrison,I Won't Let You Go,spotify:track:2TUzU4IkfH8kcvY2MUlsd2,N,4
Jason Derulo,It Girl,spotify:track:4fINc8dnfcz7AdhFYVA4i7,N,4
Adele,Someone Like You,spotify:track:0hFI0GZOZ6fgWHzH4k1CqT,N,5
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,spotify:track:0PgNhIg5n0UAOBVn43b8b6,N,4
Keri Hilson,Pretty Girl Rock,spotify:track:2Adn2LNgkHMH5TelQVAu4n,N,2
P!nk,F**kin' Perfect,spotify:track:3MGJF1CDFGfjXESL2Heva0,N,0
Blake Shelton,Honey Bee,spotify:track:0gY2iq0xJPRoIB1PScKSw4,N,4
Lady Gaga,The Edge Of Glory,spotify:track:0JNdS1n0ifOP25XvhwAMgM,N,2
Lady A,Just A Kiss,spotify:track:2OXidlnDThZR3zf36k6DVL,N,4
Hot Chelle Rae,Tonight Tonight,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,N,4
Grouplove,Tongue Tied,spotify:track:0GO8y8jQk1PkHzS31d699N,N,4
Coldplay,Every Teardrop Is a Waterfall,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,N,2
Beyoncé,Best Thing I Never Had,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,N,2
P!nk,Raise Your Glass,spotify:track:1gv4xPanImH17bKZ9rOveR,N,2
Christina Perri,Jar of Hearts,spotify:track:0HZhYMZOcUzZKSFwPOti6m,N,5
Bruno Mars,Marry You,spotify:track:22PMfvdz35fFKYnJyMn077,N,2
The Band Perry,If I Die Young,spotify:track:4u26EevCNXMhlvE1xFBJwX,N,5
Lil Wayne,How To Love,spotify:track:5W7BcYDIaeXnpG3e39T7hJ,N,2
Charlene Soraia,Wherever You Will Go,spotify:track:0IF7bHzCXCZoKNog5vBC4g,N,5
Christina Perri,A Thousand Years,spotify:track:6lanRgr6wXibZr8KgzXxBl,N,5
Rihanna,We Found Love,spotify:track:6qn9YLKt13AGvpq9jfO8py,N,4
Carly Rae Jepsen,Call Me Maybe,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,N,2
fun.,We Are Young (feat. Janelle Monáe),spotify:track:7a86XRg84qjasly9f6bPSD,N,2
Sean Paul,She Doesn't Mind,spotify:track:1zZIGnXIcDKU8QIUkR20nK,N,2
Pitbull,International Love (feat. Chris Brown),spotify:track:62zFEHfAYl5kdHYOivj4BC,N,4
DEV,In The Dark,spotify:track:1pbHy9VBpSyZh56xuujZz0,N,0
Adele,Skyfall,spotify:track:6VObnIkLVruX4UVyxWhlqm,N,5
David Guetta,Turn Me On (feat. Nicki Minaj),spotify:track:6JOlNkT0QdHeZB0wPbI9IR,N,0
Rihanna,Where Have You Been,spotify:track:5WQQIDU3HRaMyPkob8mpFb,N,4
JAY-Z,Ni**as In Paris,spotify:track:1auxYwYrFRqZP7t3s7w4um,N,1
Maroon 5,One More Night,spotify:track:4XNrMwGx1SqP01sqkGTDmo,N,4
Skrillex,Bangarang (feat. Sirah),spotify:track:6VRhkROS2SZHGlp0pxndbJ,N,0
The Wanted,Chasing The Sun,spotify:track:4b4c0oH7PtrPsI86drzgFs,N,0
Flo Rida,Whistle,spotify:track:3bC1ahPIYt1btJzSSEyyrF,N,4
will.i.am,This Is Love,spotify:track:7IohFKIwrb75c4XaqX7WWo,N,4
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],spotify:track:1HfPcQ3c2HyGeID3u1lmCa,N,0
Nicki Minaj,Pound The Alarm,spotify:track:0LohatbcUXRauoeMlR1jnS,N,2
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,spotify:track:6REbwUNlppTfcnV4d4ZoZi,N,1
MARINA,Primadonna,spotify:track:4sOX1nhpKwFWPvoMMExi3q,N,4
Kanye West,Mercy,spotify:track:671XaUBmifTMXDbZK5CB1M,N,1
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,spotify:track:7uHw9gnuf6Fq8nKYFg4p1E,N,0
LMFAO,Sexy And I Know It,spotify:track:0obBFrPYkSoBJbvHfUIhkv,N,1
PSY,Gangnam Style (강남스타일),spotify:track:03UrZgTINDqvnUMbbIMhql,N,1
Kesha,Die Young,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,N,4
Usher,Scream,spotify:track:12eMQUn2GzfsfsQLH53M19,N,2
Olly Murs,Troublemaker (feat. Flo Rida),spotify:track:1FSWSs9CL01RCYxXtm08Rf,N,2
Linkin Park,BURN IT DOWN,spotify:track:7oVEtyuv9NBmnytsCIsY5I,N,2
Bruno Mars,Locked out of Heaven,spotify:track:3w3y8KPTfNeOKPiqUTakBh,N,0
Avicii,Levels - Radio Edit,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,N,3
Flo Rida,Good Feeling,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,N,4
Rihanna,Diamonds,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,N,2
Wiz Khalifa,"Work Hard, Play Hard",spotify:track:1ms5tNNdPouTtcD2oVF9Oz,N,2
Katy Perry,Part Of Me,spotify:track:6yARPLK0PV4heEyh7pVMGz,N,4
Nicki Minaj,Starships,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,N,2
Kendrick Lamar,m.A.A.d city,spotify:track:439TlnnznSiBbQbgXiBqAd,N,0
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],spotify:track:68rcszAg5pbVaXVvR7LFNh,N,4
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,spotify:track:1c478uMN61yF2JOXXEtsdw,N,2
Azealia Banks,212,spotify:track:4D3eJvbNKjMF8DRQFVIHsG,N,1
Maroon 5,Payphone,spotify:track:4P0osvTXoSYZZC2n8IFH3c,N,0
James Arthur,Impossible,spotify:track:5yVIlYEHZxQVLyInCdldoS,N,4
Michel Teló,Ai Se Eu Te Pego - Live,spotify:track:0INaMqjJJe1BZpnWuCxDzt,N,0
Otto Knows,Million Voices - Radio Edit,spotify:track:70R53Oq9IegG1kwhxo2Lxm,N,4
Icona Pop,I Love It,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,N,2
Tyga,Rack City,spotify:track:0srwKuJPH8yBzzFUJMBQM2,N,1
Calvin Harris,Feel So Close - Radio Edit,spotify:track:1gihuPhrLraKYrJMAEONyc,N,2
Jennifer Lopez,Dance Again,spotify:track:2xnoPV3NLescauc0ZJ1MDZ,N,2
Grimes,Oblivion,spotify:track:3LGsgpx4TfxhXbr07OFKqs,N,3
Adele,Rumour Has It,spotify:track:2A73XBDBQgmdXO8VsXPWIs,N,4
Coldplay,Paradise,spotify:track:0pjMTISKHTJkogN1BPZxaC,N,4
Chris Brown,Turn Up the Music,spotify:track:7xYnUQigPoIDAMPVK79NEq,N,4
Frank Ocean,Lost,spotify:track:054IqcfUs6LLhdFLlUYktq,N,3
Calvin Harris,Let's Go (feat. Ne-Yo),spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,N,0
The Script,Hall of Fame (feat. will.i.am),spotify:track:1X1DWw2pcNZ8zSub3uhlNz,N,2
Swedish House Mafia,Don't You Worry Child - Radio Edit,spotify:track:2V65y3PX4DkRhy1djlxd9p,N,2
MARINA,How to Be a Heartbreaker,spotify:track:2sEk5R8ErGIFxbZ7rX6S2S,N,2
Justin Bieber,Boyfriend,spotify:track:6mMnGBISm3P27Oct1X7xQZ,N,3
David Guetta,Titanium (feat. Sia),spotify:track:0lHAMNU8RGiIObScrsRgmP,N,4
Jessie J,Domino,spotify:track:6MAdEUilV2p9RQUqE5bMAK,N,2
Taylor Swift,I Knew You Were Trouble.,spotify:track:6FB3v4YcR57y4tXFcdxI1E,N,4
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),spotify:track:78JKJfKsqgeBDBF58gv1SF,N,4
P!nk,Try,spotify:track:2hns6Dv29Yrg68AVTJiAyA,N,2
Robbie Williams,Candy,spotify:track:6Bdj6ys7rsfJOAcxIpPCse,N,5
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",spotify:track:5HQVUIKwCEXpe7JIHyY734,N,4
Justin Bieber,As Long As You Love Me,spotify:track:75lo8VozcCLRG9WGG674iD,N,0
Rita Ora,R.I.P. (feat. Tinie Tempah),spotify:track:2i6xxOLeUdrnpJOnoXDp2b,N,0
Alex Clare,Too Close,spotify:track:4sK96UnGx3NjBaqvfTG2dm,N,2
Tyga,Faded,spotify:track:2NRUU0gP1d8Yif8CpsCW8l,N,1
Alesso,Years - ラジオ・エディット,spotify:track:5pVk15sR3OgIeKBKqG9jWw,N,4
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),spotify:track:1hWYT0w2R0J19rlVkiez7X,N,1
Katy Perry,The One That Got Away,spotify:track:6hkOqJ5mE093AQf2lbZnsG,N,4
Avicii,Silhouettes - Original Radio Edit,spotify:track:06h3McKzmxS8Bx58USHiMq,N,4
Gotye,Somebody That I Used To Know,spotify:track:4wCmqSrbyCgxEXROQE6vtV,N,5
Flo Rida,Wild Ones (feat. Sia),spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,N,4
One Direction,What Makes You Beautiful,spotify:track:4cluDES4hQEUhmXj6TXkSo,N,4
Lana Del Rey,Born To Die,spotify:track:487OPlneJNni3NWC8SYqhW,N,4
Kesha,C'Mon,spotify:track:4bO6IzKXMWhmncfIO9GBq2,N,4
Owl City,Good Time,spotify:track:1kPpge9JDLpcj15qgrPbYX,N,0
Calvin Harris,We'll Be Coming Back (feat. Example),spotify:track:7B1Dl3tXqySkB8OPEwVvSu,N,0
Emeli Sandé,"Read All About It, Pt. III",spotify:track:0ThnKvHAA1FZMHCROv431s,N,2
Ellie Goulding,Lights - Single Version,spotify:track:11ozIUBoXAgRTVWelDn4pL,N,2
Train,Drive By,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,N,4
Disclosure,Latch,spotify:track:1DunhgeZSEgWiIYbHqXl0c,N,4
Coldplay,Princess of China,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,N,2
One Direction,Live While We're Young,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,N,4
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),spotify:track:3bfqkspKABT4pPicm6wC9F,N,2
Carrie Underwood,Blown Away,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,N,2
alt-J,Breezeblocks,spotify:track:3n69hLUdIsSa1WlRmjMZlW,N,4
Chris Brown,Don't Wake Me Up,spotify:track:18VfHIPaCo0s6FTi1Fnp6T,N,2
Kelly Clarkson,Stronger (What Doesn't Kill You),spotify:track:6D60klaHqbCl9ySc8VcRss,N,4
Drake,The Motto,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,N,1
Katy Perry,Wide Awake,spotify:track:1rUQmXEy41tXwHIKFECNTa,N,0
Rita Ora,How We Do (Party),spotify:track:05j9ehtmZsj8BL07s9rZ75,N,2
Rudimental,Feel the Love (feat. John Newman),spotify:track:2VvCoqF4p46cvyVbhbDsaJ,N,0
Lana Del Rey,Ride,spotify:track:0ZyfiFudK9Si2n2G9RkiWj,N,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),spotify:track:4kte3OcW800TPvOVgrLLj8,N,0
Demi Lovato,Give Your Heart a Break,spotify:track:3sP3c86WFjOzHHnbhhZcLA,N,2
Drake,Take Care,spotify:track:4JdYapRlYv67LnjrkDhZVX,N,3
Little Mix,Wings,spotify:track:3180WDzph4WrS4sLSNcGfa,N,2
Bruno Mars,It Will Rain,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,N,4
Cher Lloyd,Want U Back,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,N,0
Lorde,Royals,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,N,5
Robin Thicke,Blurred Lines,spotify:track:0n4bITAu0Y0nigrz3MFJMb,N,2
Imagine Dragons,Radioactive,spotify:track:4G8gkOterJn0Ywt6uhqbhp,N,0
Avicii,Wake Me Up,spotify:track:0nrRP2bk19rLc0orkWPQk2,N,4
Bruno Mars,Locked out of Heaven,spotify:track:3w3y8KPTfNeOKPiqUTakBh,N,0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:6CjtS2JZH9RkDz5UVInsa9,N,1
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,spotify:track:2Foc5Q5nqNiosCNqttzHof,N,2
will.i.am,Scream & Shout,spotify:track:2iJuuzV8P9Yz0VSurttIV5,N,2
Stromae,Papaoutai,spotify:track:1QFw2xxyQtgKjlrMCEqsNj,N,2
Bingo Players,Get Up (Rattle) - Vocal Edit,spotify:track:3bu6Gu2lzm9VEoab1za8BM,N,2
Naughty Boy,La La La,spotify:track:36pLU2ywVeBKEF0rrKtmCB,N,2
Tom Odell,Another Love,spotify:track:3JvKfv6T31zO0ini8iNItO,N,5
2 Chainz,We Own It (Fast & Furious),spotify:track:2OQJKTtrH482waGFmOfJni,N,1
David Guetta,Play Hard (feat. Ne-Yo & Akon),spotify:track:2QD4C6RRHgRNRAyrfnoeAo,N,0
Pitbull,Feel This Moment (feat. Christina Aguilera),spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,N,0
will.i.am,#thatPOWER,spotify:track:01TuObJVd7owWchVRuQbQw,N,2
Lil Wayne,Love Me,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,N,2
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),spotify:track:4FQDZwcvvXpqpPMquZ6qTV,N,0
Martin Garrix,Animals - Radio Edit,spotify:track:4g6m1iaAsgdgDqgxGtvY0C,N,4
Jason Derulo,Talk Dirty (feat. 2 Chainz),spotify:track:6g6A7qNhTfUgOSH7ROOxTD,N,1
John Newman,Love Me Again,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,N,4
Britney Spears,Work B**ch,spotify:track:3KliPMvk1EvFZu9cvkj8p1,N,2
The Neighbourhood,Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,N,2
